A1R	A2	A3	A4	A5	C1	C2	C3	C4R	C5R	E1R	E2R	E3	E4	E5	N1R	N2R	N3R	N4R	N5R	O1	O2R	O3	O4	O5R	gender	education	age	extraversion	plasticity
6	6	5	2	5	5	5	3	4	2	6	6	4	6	4	2	2	1	2	2	4	5	4	3	5	2	3	29	5.2	4.7
1	1	1	2	3	2	4	2	3	3	4	2	4	3	4	2	1	3	3	3	5	6	4	4	5	2		17	3.4	4.1
5	5	5	5	4	4	5	5	5	6	6	6	3	5	4	6	5	5	3	6	3	5	4	5	5	2	3	50	4.8	4.6
5		5	3	6	2	1	5	5	1	6	6	5	6	6	1	1	2	2	4	4	1	3	3	4	1	3	20	5.8	4.4
2	5	5	6	3	4	5	5	5	5	3	1	4	5	4	2	2	2	3	3	5	3	1	2	2	2	3	19	3.4	3
3	6	6	6	4	4	6	6	4	2	4	5	6	5	6	1	1	3	4	1	6	1	5	6	3	2	2	25	5.2	4.7
5	5	4	4	4	3	4	3	3	2	5	3	4	4	4	2	2	5	3	1	4	2	3	4	4	2	3	31	4	3.7
4	4	5	6	5	6	4	4	5	3	5	4	4	6	6	2	1	5	5	4	4	4	2	6	4	2	4	32	5	4.5
5	6	6	6	6	5	5	5	5	3	5	3	5	6	5	3	2	5	5	6	5	6	5	6	5	2	3	32	4.8	5.1
2	3	4	1	4	5	4	5	4	3	5	3	4	4	3		2	4	3	4	6	6	5	6	5	2	3	19	3.8	4.7
6	5	6	5	5	6	6	5	5	5	4	5	5	4	2	6	2	3	5	3	4	6	5	5	6	2	3	22	4	4.6
5	6	3	6	5	6	6	6	6	6	3	5	1	2	2	3	2	3	2	3	4	5	4	5	4	2	3	23	2.6	3.5
6	6	5	2	5	1	2	3	4	6	6	5	5	1	3	6	6	6	6	6	2	5	4	5	5	2	1	18	4	4.1
6				5	6				5		5		6			4	3				5		4		2	3	19		
3	6	6	6	6	4	6	5	4	4	2	2	6	6	5	6	3	1	3	4	6	2	6	5		2	3	24	4.2	
	6	3	5	4	5	5	5	6	5	5	3	3	5	4	4	3	1	1	2	5	5	3	6	5	2	3	30	4	4.4
5	6	6		6	4	3	4	6	6	4	6	4	5	5	6	5	6	5	6	6	6	4	6	4	2	3	33	4.8	5
2	5	5	6	5	6	6	4	3	3	1	2	2	3	3	3	2	5	3	6	5	2	4	6	6	1	2	51	2.2	3.4
6	5	4	2	5	5	5	4	5	3	2	5	5	5	5	5	6	2	2	6	6	6	5	6	6	2	4	44	4.4	5.1
3	5	6	1	5	6	5	4	5	2	6	3	3	5	6	2	1	1	2	6	4	3	5	4	6	2	3	23	4.6	4.5
3	4	5	4	4	4	4	3		3	2	3	3	4	3	2	2	5	3	3	3	4	4	6	2	1	3	22	3	3.4
5	6	6	5	5	4	4	3	3	4	6	6	6	6	6	3	3	4	6	3	5	6	6	6	5	2	3	26	6	5.8
5	5	5	6	4	4	4	2	4	2	5	2	4	4	4	3	3	3	2	3	4	4	4	5	5	2	3	24	3.8	4.1
6	6	6	6	6	5	5	2	3	2	5	4	6	5	5	2	1	1	1	2	4	2	6	6	5	2	3	52	5	4.8
6	6	5	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	5	5	2	3	43	5.8	5.7
4	4	6	4	5	5	4	3		3	3	4	4	5	4	3	4	4	5	6	5	5	4	4	2	1	3	25	4	4
5	6	6	6	6		5	2	6	5	6	6	5	6	5	6	4	5	5	4	6	5	6	5	4	2	3	26	5.6	5.4
5	5	5	6	5	4	5	5	5	2	5	5	5	5		5	5	3	5	5	5	3	5	5	5	2	2	26		
4	6	6	6	5	5	6	6	5	6	2	3	5	5	6	2	1	1	5	2	5	5	5	6	5	2	4	25	4.2	4.7
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	2	2	26	6	5.8
4	4	4	4	4	5	3	4	4	2	3	3	2	3	4	2	1	1	3	2	4	5	3	5	3	2	2	41	3	3.5
5	4	4	3	5	3	4	3	3	3	4	2	5	4	3	2	2	1	3	1	5	5	5	6	6	2	1	21	3.6	4.5
5	6	6	6	5	6	6	5	4	4	3	2	4	4	4	4	2	4	4	4	4	5	5	6	3	2	3	23	3.4	4
2	2	3	5	4	6	4	5	5	3	2	1	2	2	2	3	4	6	4	6	6	5	2	6	5	1	4	34	1.8	3.3
6	6	6	6	6	6	5	6	6	6	5	4	3	6	5	5	5	5	6	6	5	6	4	6	6	2	3	41	4.6	5
4	5	3	5	5	6	4	4	5	2	5	5	2	6	4	3	3	4	5	5	6	6	5	6	6	2	3	23	4.4	5.1
6	6	5	6	5	6	5	5	3	5	3	2	4	5	5	4	4	2	3	1	4	2	6	5	3	1	2	24	3.8	3.9
6	5	5	5	6	5	5	5	5	6	1	2	2	5	3	2	2	2	1	2	2	5	5	4	5	2	4	45	2.6	3.4
4	4	5	6	5	4	6	4	6	6	5	5	5	5	6	4	4	4	5	6	6	4	5	4	2	2	3	43	5.2	4.7
5	5	5	6	4	3	4	4	4	4	3	3	4	4	5	3	2	3	3	3	4	2	4	4	4	2		15	3.8	3.7
6	6	6	4	5	5	4	5	5	6	5	5	5	6	5	6	3	4	3	6	4	6	5	5	5	2		15	5.2	5.1
5	5	5	3	5	5	6	3	6	1	6	5	4	5	5	2	2	1	2	3	6	6	5	5	5	1		16	5	5.2
2	6	6	4	5	5	5	4	5	4	4	5	5	6	4	6	5	5	5	5	6	6	3	5	5	1		16	4.8	4.9
2	4	5	1	5	3	5	5	3	5	4	3	4	3	2	3	2	4	2	5	6	5	5	5	6	1		15	3.2	4.3
4	5	2		5	4	3	3	4	2	3	3	3	4	2	3	3	5	5	6	5	6	4	5	5	1		16	3	4
6	6	5	6	5	4	5	5	6	5	6	5	4	5	4	6	5	5	6	5	5	6	4	5	5	2	4	27	4.8	4.9
6	6	6	6	6	5	6	6	5	6	6	3	6	4	5	1	2	3	2	1	2	3	4	6	5	2	5	37	4.8	4.4
6	5	6	6	1	3	5	5	5	5	5	6	4	6	4	6	6	5	4	4	5	4	4	2	2	2	2	25	5	4.2
4	2	4	1	4	5	6	3	5	3	3	4	2	4	5	3	1	2	3	6	3	6	4	2	4	2		16	3.6	3.7
6	6	4	5	4	5	5	5	6	3	4	4	5	5	5	4	3	5	5	5	4	1	4	5	3	2	3	21	4.6	4
2	6	3	2	2	5	6	6	6	5	2	4	4	5	4	5	2	4	4	2	6	6	6	6	2	1		16	3.8	4.5
3	4	3	3	3	3	3	3	4	3	4	3	3	6	3	4	4	3	4	4	3	4	3	3	4	1		16	3.8	3.6
5	3	4	4	5	3	2	5	3	1	4	5	4	5	2	5	3	6	5	6	3	4	3	4	4	1	3	27	4	3.8
5	6	4	2	5	5	5	5	6	6	2	5	6	4	6	4	4	6	6		6	3	4	6	6	2	3	27	4.6	4.8
5	4	4	3	5	3	2	3	3	3	3	5	5	5	5	6	6	5	5	6	4	6	3	6	5	1	3	30	4.6	4.7
5	5	5	6	5	5	5	5	2	3	1	3	3	5	2	5	5	5	4	4	6	5	4	6	2	1	3	23	2.8	3.7
2	6	6	6	6	4	5	5	5	6	6	6	5	6	5	6		5	6	5	4	4	5	4	4	1	3	41	5.6	4.9
5	5	5	3	2	5	4	6	6	3	4	1	2	1	5	1	1	1	4	5	5	6	4	3	5	2	3	26	2.6	3.6
5	6	5	6	5	6	6	6	6	2	5	5	4	5	4	6	3	3	6	5	5	1	3	4	4	2	3	17	4.6	4
5	4	4	4	5	3	4	3	4	3	3	3	3	4	4	4	4	4	3	5	5	5	4	5	5	2	3	35	3.4	4.1
4	1	5	6	4	5	6	1	5	6	2	4	5	6	5	6	6	6	6	6	6	3	6	6	6	1	3	18	4.4	4.9
5	4	2	2	3	5	5	5	5	5	3	2	2	3	2	3	2	4	3	3	5	4	4	4	2	1	3	19	2.4	3.1
5	5	6	6	2	5	5	5	6	5	5	2	2	2	5	5	2	1	5	1	4	1	4	6	5	1	2	42	3.2	3.6
5	6	6	6	5	5	5	6	5	5	6	5	5	6	4	5	3	3	5	3	5	5	5	4	5	2	3	19	5.2	5
6	6	6	5	5	5	4	5	5	1	6	5	6	6	6	2	1	2	3	1	6	1	5	5	5	2	3	35	5.8	5.1
6	6		6	6	5	6	5		6	6	4	6	5	5	6	6	2	6	6	5	6	4	5	5	2	3	52	5.2	5.1
5	5	4	5	5	4	4	5	4	3	4	5	4	5	5	3	4	5	5	5	5	3	4	4	3	1	3	19	4.6	4.2
5	6	5	5	2	4	6	5	5	3	5	1	4	3	5	5	3	2	3	5	4	3	5	5	6	2	3	41	3.6	4.1
6	6	5	6	6	5	5	6	5	5	5	5	5	5	6	3	3	6	6	4	5	4	4	5	5	2	4	23	5.2	4.9
6	6	6		5	1	6	6	6	6	5	2	4	4	6	2	2	1	3	4	5	6	2	5	6	2	3	42	4.2	4.5
5	5	5	5	5	3	4	5	5	3	5	5	6	6	6	4	5	4	5	5	5	3	5	6	5	1	1	19	5.6	5.2
6	6	6	6	1	4	2	2	5	3	6	6	6	5	6	5	5	5	4	5	6	6	6	5	6	2	3	45	5.8	5.8
6	5	4	5	5	6	5	6	6	6	5	6	5	6	5	4	4	3	5	4	5	6	5	5	5	2	3	44	5.4	5.3
6	3	4	4	4	5	6	4	3	3	1	3	2	3	2	4	5	6	6	5	5	6	4	6	5	1	3	21	2.2	3.7
5	6	5	6	4	5	5	6	5	4	6	5	5	6	5	4	2	5	5	5	5	3	5	3	4	2	1	19	5.4	4.7
4	6	5	4	4	5	5	6	5	3	3	3	3	4	5	3	3	2	3	2	6	3	6	6	5	1	3	18	3.6	4.4
6	1	5	6	6	6	5	2	6	2	3	2	2	5	3	4	3	3	5	4	6	6	6	6	6	1	5	34	3	4.5
5	6	4	2	5		3	3	6	6	2	3	6	3	5	6	6	6	3	6	6	6	5	4	6	1	5	25	3.8	4.6
6	6	5	6	5	6	6	6	6	5	6	5	4	6	6	6	3	6	4	6	6	6	5	6	6	2	5	53	5.4	5.6
6	5	5	6	5	3	4	3	5	5	5	4	3	5	3	4	4	4	4	5	4	5	2	5	5	2	3	36	4	4.1
2	4	6	2	4	4	4	4	4	2	2	3	2	4	5	2	1	2	3	2	5	6	5	6	1	1	1	19	3.2	3.9
2	6	6	6	6	6	5	5	6	6	5	4	5	6	6	5	2	3		3	6	3	5	4	4	2	4	31	5.2	4.8
4	5	5	3	4	4	4	6	5	3	6	4	5	5	6	4	2	3	2	4	6	5	4	6	5	1	5	23	5.2	5.2
6	6	6	5	6	4	5	5	5	5	5	6	3	5	5	6	6	5	5	6	6	3	4	3	5	2	3	19	4.8	4.5
4	4	5	6	2	3	5	4	5	4	4	5	3	5	4	5	4	5	5	2	2	5	3	2	5	2	3	26	4.2	3.8
5	4	4	6	4	4	5	4	5	5	6	5	4	5	4	3	4	2	1	5	2	4	5	5	4	2	2	23	4.8	4.4
4	4	4	6	5	3	3	2	4	3	6	6	3	6	4	5	5	6	6	6	4	4	4	3	5	1	3	25	5	4.5
4	3	3	4	5	3	5	5	6	1	6	3	4	5	5	3	4	3	5	3	5	3	4	4	4	2		17	4.6	4.3
5	5	4	4	3	4	3	4	4	3	4	3	3	3	3	3	3	3	3	5	4	4	3	5	3	2	1	17	3.2	3.5
4	5	2	1	2	5	1	2	5	3	6	5	5	5	6	3	1	4	5	4	5	5	6	5	2	2	1	17	5.4	5
3	6	4	2	4	4	4	4	3	3	3	5	3	5	3	3	2	5	5	5	5	6	4	5	4	1		17	3.8	4.3
5	5	5	2	4	5	5	4	4	3	5	5	4	5	5	2	1	2	2	2	2	4	4	6	5	2	3	16	4.8	4.5
4	6	6	3	4	3	4	6	5	6	1	4	1	4	4	5	6	5	1	1	6	5	6	2	4	1		17	2.8	3.7
6	5	6	5	5	5	4	4	5	5	5	6	5	6	4	5	4	5	3	6	6	3	4	5	4	1		17	5.2	4.8
5	4	5	1	5	4	2	2	3	4	5	2	4	4	4	4	3	4	4	3	5	2	3	4	3	1		17	3.8	3.6
6	5	4	5	5	6	6	2	6	6		1	2	5	5	3	3	2	1	1	4	5	3	6	3	2	3	20		
4	4	6	1	2	5	5	2	4	2	6	1	5	4	5	3	2	2	1	5	3	5	5	6	3	2		17	4.2	4.3
4	4	2	3	4	4	5	3	4	2	5	3	5	5	5	3	3	3	2	5	5	5	5	6	6	1		17	4.6	5
5	5	6	5	4	3	2	2	2	1	5	4	3	6	4	4	4	2	3	4	3	5	3	6	5	1		16	4.4	4.4
5	5	6	2	4	6	6	6	6	3	4	5	2	5	3	5	3	6	2	2	3	3	2	6	4	2		17	3.8	3.7
5	4	5	2	3	4	4	4	5	3	6	2	4	4	4	3	3	3	2	3	4	4	4	4	4	2		17	4	4
6	5	5	5	5	3	4	3	3	3	6	3	5	4	6	4	4	4	5	3	5	6	4	6	5	1		17	4.8	5
6	5	5	6	4	5	5	3	5	4	2	3	2	2	5	2	5	3	5	3	5	5	5	5	6	2	3	24	2.8	4
5	6	6	6	6	5	5	5	4	3	5	6	5	6	6	5	2	4	5	6	5	5	5	5	5	1	3	18	5.6	5.3
6	5	6	2	3	5	3	2	5	3	2	3	4	5	6	5	4	2	2	5	6	3	6	6	5	1	3	22	4	4.6
4	6	6	6	6	6	5	6	5	6	6	6	6	6	5	5	5	4	5	5	6	6	5	6	6	2	3	27	5.8	5.8
5	5	5	5	5	4	4	5	5	5	4	5	2	5	2	6	6	5	5	6	2	3	2	4	4	2	3	32	3.6	3.3
6	6	6	6	5	5	6	6	3	4	3	3	5	5	5	3	5	5	4	3	6	3	6	6	6	1	1	34	4.2	4.8
6	6	5	2	4	5	3	5	6	6	6	6	3	6	5	2	3	3	6	6	6	6	6	6	6	2	4	22	5.2	5.6
5	5	5	4	5	5	4	4	5	2	5	3	5	5	3	4	4	4	5	4	4	6	4	3	4	1	5	21	4.2	4.2
6	5	5	6	4	5	5	5	5	5	5	5	2	2	6	2	1	5	3	3	6	6	5	5	5	2	3	24	4	4.7
5	6	3	3	3	2	2	4	4	3	3	1	3	2	3	2	2	2	2	3	3	5	4	6	4	2	3	19	2.4	3.4
6	4	6	6	6	4	5	5	5	4	6	3	5	6		4	4	5	6	6	4	4	6	5	6	2	3	30		
3	5	5	6	5	4	6	5	5	5	2	5	4	5	5	4	4	4	4	4	6	5	5	6	5	2	3	20	4.2	4.8
4	4	4	2	4	2	2	4	2	1	5	5	4	5	5	1	1	2	2	3	4	3	4	5	4	2	2	19	4.8	4.4
6	5	6	6	4	5	5	4	5	5	2	2	2	3	3	5	3	3	3	2	3	5	4	6	4	2	4	23	2.4	3.4
4	3	4	2	3	3	3	3	4	3	4	3	4	4	2	4	4	5	4	4	3	3	3	4	3	1	1	19	3.4	3.3
6	6	5	5	5	4	4	3	4	2	6	5	5	5	4	5	5	4	5	5	5	5	5	5	6	2	3	21	5	5.1
	3	4	3	3	3	3	3	5	4	4	4	2	6	3	3	4		4	5	4	3	2	4	4	2		17	3.8	3.6
6	5	5	4	4	4	4	6	4	2	6	6	4	6	5	4	3	3	4	5	6	6	6	6	6	1	3	21	5.4	5.7
6	5	4	5	5	5	5	5	4	4	5	3	6	2	4	3	4	2	5	2	4	5	6	5	5	1	3	25	4	4.5
4	4	5	5	4	4	4	4	3	2	5	5	3	6	4	5	4	5	5	4	5	3	4	4	5	2	3	22	4.6	4.4
2	6	6	5	5	5	5	6	6	6	1	6	5	5	6	6	6	6	6	6	6	6	6	5	6	1	3	21	4.6	5.2
6	4	3	5	3	1	5	5	1	1	1	1	2	2	1	2	3	1	1	1	4	1	4	6	6	2		14	1.4	2.8
3	3	4	4	3	5	4	5	4	4	5	5	4	5	5	3	3	3	4	5	4	4	5	4	4	1	3	21	4.8	4.5
5	5	4	2	4	4	4	4	5	5	5	4	5	4	4	5	4	5	5	4	4	5	5	5	5	2	2	19	4.4	4.6
2	3	4	4	5	4	3	2	3	3	6	6	3	6	4	3	3	5	5	4	3	5	5	3	4	2		13	5	4.5
4	3	5	6	5	3	5	5	5	5	6	5	4	6	6	5	5	2	6	4	5	4	3	3	4	2	2	31	5.4	4.6
6	5	5	2	5	5	5	3	5	3	2	3	4	4	5	5	3	5	4	6	5	5	2	5	5	2	4	34	3.6	4
3	5	2	1	4	5	4	5	3	3	2	2	4	5	3	2	2	2	2	2	4	2	5	6	4	2		15	3.2	3.7
6	5	1	5	6	3	5	5	3	6	6	3	4	5	5	5	2	6	6	6	6	6	6	6	2	2	1	37	4.6	4.9
5	5	5	4	5	5	4	4	3	2	6	5	5	6	5	4	4	6	5	4	4	3	5	4	5	2	5	39	5.4	4.8
6	6	6	6	6	4	4	4	5	4	6	2	6	5	5	2	1	1	3	2	5	5	5	6	5	2		17	4.8	5
6	6	3	4	2	5	6	5	6	6	5	4	4	5	4	3	6	4	5	2	5	5	6	6	6	1	1	16	4.4	5
4	5	6	6	5	4	4	3	4	4	5	4	5	6	4	6	3	4	5	5	3	2	4	5	6	1	1	16	4.8	4.4
3	4	2	1	5	6	4	4	5	2	6	3	5	5	4	5	5	6	6	6	6	6	6	6	6	1		16	4.6	5.3
6	1	1	3	1	1	1	1	1	1	6	1	1	2	1	1	3	2	4	2	1	1	1	2	1	1		40	2.2	1.7
5	4	3	2	4	3	3	4	5	4	2	5	2	4	4	6	4	1	2	3	5	6	4	6	6	2		17	3.4	4.4
3	6	6	1	6	6	5	6	6	6	6	4	4	5	5	2	1	2	6	1	5	4	6	5	6	2	1	17	4.8	5
4	5	4	3	4	4	4	4	2	2	2	5	3	4	5	2	2	2	3	4	4	1	3	6	5	1		17	3.8	3.8
6	6	5	5	4	4	2	3	5	5	6	5	5	6	5	5	3	5	6	2	4	3	4	5	4	1		17	5.4	4.7
3	3	1	1	5	6	6	4	6	6	1	5	6	1	5	3	5	6	5	6	6	6	6	6	6	1	5	74	3.6	4.8
6	6		6	6	4	5	5	1	3	6	6	5	6	6	3	2	2	5	5	5	6	5	5	5	2	1	17	5.8	5.5
5	5	5	6	5	5	4	4	4	4	5	5	5	5	5	4		2	4	3	5	6		4	6	2	3	30	5	
2	2	2	2	4	6	6	6	6	6	6	6	5	6	6	5	2	6	6	6	6	6	6	1	6	1	4	48	5.8	5.4
5	5	5	5	2	4	5	4	3	3	5	5	5	5	4	3	2	6	4	3	5	4	5	5	5	2	3	32	4.8	4.8
5	5	5	2	5	6	5	5	6	5	4	5	5	5	6	6	6	3	3	6	6	6	5	6	6	2	4	44	5	5.4
5	6	6	6	6	6	6	5	6	4	6	6	5	6	5	5	5	5	3	1	5	5	4	2	3	2	3	40	5.6	4.7
5	5	5	5	5	5	5	4	4	5	6	5	6	5	5	5	4	4	5	4	5	4	5	4	5	2	4	23	5.4	5
6	6	3	5	6	5	5	6	6	3	6	6	4	6	5	3	3	3	5	5	5	5	6	4	3	2	3	40	5.4	5
6	6	6	6	6	5	5	4	5	5	5	5	3	6	5	5	5	5	6	5	5	5	4	5	5	2	3	39	4.8	4.8
1	5	5	4	5	4	2	4	4	2	5	4	5	5	4	3	3	2	3	2	4	5	5	6	6	1		17	4.6	4.9
3	4	3	5	4	4	5	2	3	2	3	3	3	4	2	1	2	2	2	2	3	1	2	5	3	2	3	25	3	2.9
4	5	5	6	5	3	5	4	5	5	4	3	4	3	4	6	5	6	6	6	4	5	4	5	5	2	1	24	3.6	4.1
5	5	5	4	5	3	3	4	4	3	6	6	5	6	2	3	5	6	6	3	4	5	4	4	4	1		14	5	4.6
5	5	5	5		4	5	5	2	1	6	5	4	6	3	1	2	4	2	1	3	5	5	3	4	2	3	26	4.8	4.4
5	6	4	4	4	4	4	5	6	5	6	4	4	4	6	3	4	6	6	6	5	6	4	3	6	1	4	34	4.8	4.8
3	5	4	2	5	3	4	4	4	2	4	3	4	6	4	4	2	3	4	3	5	5	5	4	5	2	3	20	4.2	4.5
5	5	2	4	6	4	1	2	2	2	6	4	2	5	2	5	5	2	1	1	5	6	5	6	6	2	3	63	3.8	4.7
5	6	4	3	5	3	3	4	3	3	5	5	5	6	5		5	5	4	4	5	5	5	5	4	2	1	18	5.2	5
6	6	6	6	6	4	6	5	5	5	6	6	6	6	6	6	3	3	3	3	6	6	6	6	6	2	5	28	6	6
5	5	6	6	5	5	5	5	5		6	6	4	6	5	6	5	3	5	6	4	6	5	5	3	2	2	48	5.4	5
2	5	4	6	4	6	5	5	5	3	4	3	3	6	4	4	3	2	2	5	4	2	2	5	5	2	3	39	4	3.8
4	5	5	5	5	5	5	5	5	5	5	6	5	6	6	6	6	5	6	6	6	4	5	5	5	1	4	35	5.6	5.3
2	5	5	4	5	5	4	4	5	4	4	2	5	5		5	3	5	5	6	5	3	4	4	3	2	2	46		
5	5	5	4	2	4	4	5	6	3	5	3	3	4	4	6	6	5	3	5	5	6	5	5	6	1	3	20	3.8	4.6
6	5	5	6	5	5	6	6	6	5	2	5	2	5	5	5	5	6	6	5	5	1	2	2	3	2	3	23	3.8	3.2
5	2	5	5	4	5		5	6	6	6	5	3	5	5	4	5	3	3	6	5	6	5	5	5	2	3	39	4.8	5
6	6	6	6	1	5	2	5	5	3	5	3	4	6	4	6	6	6	6	5	5	4	1	2	4	2	2	42	4.4	3.8
5	5	5	6	5	4	5	6		6	5	5	4	4	6	3	3	3	6	3	4	1	4	4	3	1	3	26	4.8	4
6	5	5	6	4	4	4	4	2	1	6	4	3	2	4	1	1	3	1	4	5	2	5	6	5	2	3	19	3.8	4.2
2	4	2	4	5	5	6	5	5	3	5	2	4	5	4	5	2	2	2	2	5	3	3		5	1	1	38	4	
5	4	6	1	4	6	3	4	4	2	6	6	3	1	6	1	3	6	3	1	1	6	6	6	5	2	3	22	4.4	4.6
4	5	5	5	6	4	4	6	4	4	5	5	5	6	6	5	5	4	4	4	5	3	5	6	4	2	3	23	5.4	5
5	6	6	6	6	5	5	6	5	6	5	6	6	6	5	5	4	5	5	3	6	3	5	6	4	2	3	24	5.6	5.2
6	6	6	6	5	6	6	5	6	6	5	4	5	5	5	5	2	1	5	1	5	5	5	5	6	2	4	25	4.8	5
3	6	4	6	4	5	5	4	2	1	6	6	2	5	4	2	1	1	1	1	1	1	2	5	1	2	3	21	4.6	3.3
4	5	5	5	2	5	3	5	5	2	3	5	4	1	5	4	3	2	3	3	4	6	2	4	4	2	4	39	3.6	3.8
4	5	5	5	5	5	2	5	5	5	5	5	5	5	5	5	6	5	5	5	3	6	3	3	5	1	5	31	5	4.5
4	4	4	4	2	5	4	5	5	5	5	5	4	6	4	2	2	4	3	6	4	3	4	6	3	1	1	18	4.8	4.4
1	3	2	4	4	6	6	6	6	5	3	3	5	6	5	6	3	6	6	6	6	5	6	6	6	1	3	20	4.4	5.1
1	2	1	4	4	6	6	6	6	6	3	3	5	5	5	6	4	6	6	6	6	5	6	4	6	1	3	20	4.2	4.8
4	4	5	4	6	4	3	4	3	3	3	4	5	5	4	4	2	5	5	5	6	4	5		3	1	2	23	4.2	
4	5	5	5	5	5	5	5	5	3	2	1	4	5	3	6	6	6	6	5	5	5	4	5	4	1	4	24	3	3.8
3	4	5	4	6	2	2	2	3	1	6	5	4	5	3	6	6	4	3	4	5	3	3	3	5	2		57	4.6	4.2
3	2	5	1	5	2	1	1	3	1	6	6	5	5	1	6	5	3	2	6	6	5	5		5	1	3	20	4.6	
6	6	6	5	6	4	4	5	4	4	5	4	5	5	5	6	3	4	3	2	4	6	5	6	4	1	3	22	4.8	4.9
5	5	5	6	4	4	4	4	3	3	5	3	4	4	5	3	3	2	3	4	4	6	5	6	4	2	3	21	4.2	4.6
5	5	4	4	5	3	3	5	2	2	2	2	3	5	4	4	5	5	1	2	3	2	3	5	3	2	4	23	3.2	3.2
4	5	5	5	5	4	4	5	4		5	5	4	5	4	6	4	4	6	5	5	3	4	4	4	2	3	22	4.6	4.3
6	5	4	6	5	4	4	5	4	2	4	2	5	5	4	1	1	2	2	2	5	4	5	6	2	2	3	20	4	4.2
6	5	1	6	6	4	6	4	3	2		5	5	6	5	3	2	2	3	1	6	5	5	6	5	2	3	31		
5	5	5	2	4	2	3	2	3	2	3	3	4	3	2	3	2	1	1	2	4	3	5	6	5	1	2	48	3	3.8
6	6	6	4	5	6	4	6	6	5	6	5	3	5	4	6	3	3	5	6	5	5	3	4	3	2	5	29	4.6	4.3
5	5	5	5	3	5	5	4	4	3	2	3	1	2	5	3	2	2	5	5	6	2	3	6	5	2	3	23	2.6	3.5
6	6	6	5	5	6	5	4	6	5	5	6	5	5	4	4	4	4	4	3	4	6	6	4	6	2	1	34	5	5.1
2	5	4	5	5	4	4	4	5	3	6	5	5	5	5	5	4	5	6	6	5	5	4	4	5	1	3	21	5.2	4.9
3	6	5	5	6	5	6	6	5	3	2	3	4	5	6	2	2	3	1	3	6	2	5	5	2	2	3	27	4	4
6	4	2	3	4	2	2	4	4	2	2	3	4	4	1	6	6	6	6	6	2	3	2	3	2	2	4	28	2.8	2.6
6		4	6	3	6	6	2	5	3	6	2	6	6	5	6	5	5	2	4	6	5	5	6	6	1	3	19	5	5.3
6	4	3	6	3	3	1	2	3	1	6	4	4	6	4	2	1	3	2	2	6	1	2	2	4	2	1	16	4.8	3.9
6	4	5	6	6	6	5	5	6	5	2	5	4	6	5	3	3	5	4	6	4	3	4	5	4	1	4	41	4.4	4.2
5	6	5	5	5	4	1	5	3	1	6	2	6	4	4	2	1	1	2	3	5	6	6	6	6	2	2	34	4.4	5.1
6	6	6	6	6	6	5	5	6	6	6	6	5	5	6	6	6	6	6	6	6	5	5	2	6	1	4	32	5.6	5.2
1	6	6	6	6	6	5	1	6	6	1	1	1	6	6	6	1	6	1	6	6	1	1	6	6	1	1	31	3	3.5
4	5	3	4	2	5	5	4	5	2	4	5	3	2	5	2	3	4	5	5	6	6	6	6	6	2	3	22	3.8	4.9
3	6	6	6	6	6	6	6	3	6	6	4	6	5	5	6	3	2	2	1	5	2	5	6	2	2	3	31	5.2	4.6
1	2	4	1	5	5	5	5	5	3	5	3	3	5	5	1	1	1	2	3	4	5	3	5	6	2		33	4.2	4.4
6	5	4	4	4	3	2	5	3	2	2	1	3	2	1	6	6	3	1	6	4	6	4	6	3	1	2	35	1.8	3.2
4	5	5	6	5	5	5	6	5	4	5	3	3	6	4	4	5	4	5	6	4	4	4	5	4	2	2	48	4.2	4.2
6	2	5	6	5	3	4	5	6	6	5	5	5	5	5	6	6	5	3	5	5	6	5	5	5	1	5	34	5	5.1
6	6	6	4	5	5	6	5	5	3	5	5	4	4	6	5	5	2	3	6	6	6	5	6	6	2	5	31	4.8	5.3
5	4	4	4	5	4	4	2	5	3	3	2	2	5	4	6	3	6	5	6	5	6	5	5	4	1	4	32	3.2	4.1
5	4	3	4	3	2	3	5	3	2	2	2	1	3	4	2	2	2	1	2	5	5	5	6	1	2	3	20	2.4	3.4
2	4	5	4	4	4	6	4	5	4	6	5	5	4	6	6	3	6	6	6	5	6	5	5	6	2	3	19	5.2	5.3
6	5	5	6	5	5	5	2	5	5	3	5	4	5	5	5	3	5	5	6	1	3	5	5	4	2	5	50	4.4	4
1	6	6	6	6	6	6	6	6	6	3	6	5	6	5	6	3	2	2	1	4	3	5	6	1	2	3	35	5	4.4
3	6	5	6	5	3	3	2	4	1	1	1	6	1	3	6	5	3	2	6	3	1	4	6	3	2	2	23	2.4	2.9
3	3	3	4	3	5	5	4	4	2	2	3	2	3	3	4	4	5	4	4	5	6	5	6	5	1	1	18	2.6	4
5	5	5	6	5	3	5	5	5	6	5	5	5	6	5	5	4	5	6	6	5	2	4	3	5	2	1	21	5.2	4.5
5	5	5	6	5	4	3	3	5	4	2	3	4	5	2	3	3	3	4	4	6	5	4	6	5	2	3	20	3.2	4.2
6	6	5	4	6	4	2	4	3	2	5	5	5	4	5	3	3	3	3	3	6	5	4	4	3	1	5	54	4.8	4.6
